3.0684,-44.917
0.7242,14.138
-0.082887,-10.192
3.0151,9.7546
-0.58949,-11.752
-4.5113,155.87
4.8746,-79.694
2.4925,-8.5891
0.78645,12.199
-1.6583,5.9234
0.93352,4.3017
4.0164,-9.8786
3.4295,-11.648
3.6842,-37.083
-3.9636,105.05
2.8731,4.0633
-0.94039,7.8734
-1.9303,48.276
-4.7348,181.39
2.1046,-6.2286
3.4363,-7.6804
-4.5011,127.74
-2.5437,62.771
4.5016,-64.05
-3.8992,111.97
4.5797,-71.194
-1.5461,22.52
3.8045,-5.7516
-2.2397,26.349
2.1445,1.6649
-4.5028,138.68
-3.9275,105.79
3.5899,-23.061
-0.75721,10.308
0.62526,22.068
2.3272,15.606
4.6088,-50.209
-4.4087,141.86
-3.8043,97.906
-3.692,115.39
3.0272,-25.166
-3.3983,83.388
0.2553,-2.439
2.0859,13.582
4.904,-72.454
1.1044,0.96012
-2.0842,46.375
0.5088,18.543
0.40711,7.9896
4.0052,-71.295
-4.2907,122.46
4.8375,-93.388
4.0569,-41.738
4.3899,-64.956
1.7186,-35.306
2.2655,-8.6257
-4.0663,94.129
-3.6453,86.292
3.1064,-12.887
3.4529,2.7052
-3.9703,90.897
2.559,-8.6816
-1.7883,42.911
-2.6176,41.542
3.396,-0.046781
-0.78556,9.0251
1.5996,-13.91
-4.6422,153.89
2.408,12.082
4.9757,-90.26
-1.1585,34.687
0.29257,-4.9257
2.8416,-15.657
-3.378,78.828
4.0142,-26.668
-1.8971,41.956
1.7931,-6.6746
-0.40815,28.1
1.6418,-6.6458
1.829,16.884
-2.5767,35.608
0.4373,1.7996
-3.3577,42.344
4.0659,-38.876
0.72722,-1.4294
3.4528,-13.749
4.757,-52.801
2.9637,-7.8943
0.54124,-2.4001
3.7311,-7.8532
-2.3245,11.199
4.4107,-63.577
4.9026,-62.345
4.1737,-56.738
-4.628,173.51
0.8598,-9.9822
-0.78993,5.6751
-4.5447,144.28
4.2521,-59.376
2.5135,-12.814
