1.291,0.69396
1.1809,-0.30723
3.285,-4.6444
0.91569,1.1269
1.3912,0.4036
-1.5149,-4.2582
0.56181,-0.28797
0.46176,-0.41708
-0.47588,-2.2479
-0.25928,-1.9598
0.35723,0.37761
-1.7571,-4.3481
3.0006,-3.7786
0.60998,0.94153
0.36116,0.028109
1.7556,0.036253
0.12527,-0.64724
3.0169,-3.4431
-2.0399,-3.9485
0.95974,1.254
1.0249,2.1152
0.96542,-0.067721
-0.27873,-2.0634
0.91666,-0.48957
0.90143,1.1874
-0.89923,-2.6237
-0.43347,-1.0528
-2.0629,-3.8161
-2.1238,-3.8955
1.4783,-0.45848
1.0457,-0.20952
0.57162,0.76153
2.2981,-3.8725
0.85009,-0.10897
1.4552,-1.2086
-1.0973,-4.9333
4.1445,-4.1542
-0.42791,-1.229
1.7717,-0.72084
0.47757,-0.88495
-2.2879,-4.4224
0.94894,0.25404
1.9849,-4.0031
-1.1474,-1.706
2.4789,-3.5552
1.8749,1.0904
1.0788,1.1483
0.80571,1.3988
0.74782,0.12866
-1.7939,-3.4985
0.90303,-0.014079
2.7383,-3.7665
0.23899,0.23009
-0.70178,-3.7556
1.0109,0.080036
0.97276,0.49456
-1.0649,-2.4335
-1.1161,-2.0452
2.7223,-3.4213
1.1166,0.49837
-0.93399,-2.016
0.78956,-0.11576
0.53337,1.6492
0.042009,-2.4898
-2.1869,-4.516
-0.098529,-0.99807
1.2829,-0.90806
-0.46509,-2.7701
1.355,0.14104
0.6568,0.82204
-1.2543,-1.9019
-0.48653,-2.1193
1.1495,1.1302
1.7802,0.2522
1.1972,-0.011326
-0.75654,-1.7586
-0.19799,-1.7916
1.1812,1.9624
1.0945,0.98621
-0.65387,-1.9185
1.6491,1.7822
1.2669,-0.52905
-0.54787,-1.6366
1.4616,0.37787
1.1126,0.95077
-1.2003,-3.3736
1.2979,1.9364
1.7335,1.6308
1.7149,0.71684
3.4288,-4.1568
-0.41961,-2.4131
2.0109,-0.45959
-0.472,-0.96158
-1.3207,-2.0291
0.03462,0.44882
1.1175,0.80642
0.0092968,-2.0984
2.2356,-3.4894
0.91354,0.88688
1.1695,0.3308
-2.0304,-3.4727
1.1202,1.036
-1.0526,-2.9774
-2.0496,-4.593
0.88078,-0.891
0.66777,-0.32728
0.77915,-0.24462
0.9703,0.13387
1.4259,-3.4636
-2.104,-4.4102
1.4012,0.38648
0.37105,0.29275
0.64058,0.94391
-2.0253,-3.8203
2.0978,1.7059
1.6645,0.058974
0.85861,1.4432
0.87241,0.82076
2.9039,-3.531
1.0021,0.79928
1.0519,0.89495
-0.20116,-2.1596
0.86489,0.22684
2.2236,-0.91679
1.0123,0.83216
-0.59513,-1.3797
-1.5796,-3.6789
-0.51898,-1.2699
-1.2195,-3.3072
-0.25735,-2.1982
-0.97621,-3.5936
-2.4881,-4.0121
1.583,1.3303
-0.58762,-2.4735
1.5077,0.56256
-0.095416,-2.1153
1.6476,-4.1359
2.2918,-3.4792
1.5924,-3.8242
0.79344,1.1509
-3.0052,-4.1919
0.82899,-1.1299
-1.1843,-3.6817
2.9354,-3.7976
0.50679,0.13342
0.80032,1.0029
0.85894,0.91157
-1.1712,-4.1799
-1.5367,-3.8513
-0.25583,-2.4839
1.1237,0.97299
-0.74939,-2.5194
0.97716,1.0455
-2.6167,-3.2176
1.668,-4.4268
0.5318,0.28692
-0.80755,-2.1134
3.0707,-3.6883
2.2143,-4.0563
-0.82898,-2.9489
0.7048,0.75758
-1.3323,-3.8657
1.5942,1.2633
-1.8386,-3.8277
1.2253,0.22881
2.6876,-3.7492
2.623,-3.8549
-2.2405,-3.5536
3.7494,-4.3009
1.7546,1.8037
-1.8721,-3.5329
1.4931,-0.34692
-0.75191,-1.1687
-0.15641,-0.18831
-2.3829,-3.8578
3.8734,-4.1859
0.65961,0.065423
1.0907,1.0529
3.3312,-4.4773
-1.4389,-1.8868
0.70084,0.48819
-0.63589,-0.81214
1.456,0.6211
0.5078,-0.70929
0.95233,-0.41728
0.38992,1.5569
1.3651,0.53865
3.3491,-4.0755
0.98895,0.56488
2.3852,-3.6933
-0.33545,-2.2183
1.3815,-3.82
0.21372,0.29034
0.89843,0.42826
-0.62967,-1.6385
1.0724,2.101
2.0017,-0.41732
1.4352,0.43208
3.117,-4.1434
-0.70626,-0.82138
-1.6027,-3.7812
0.88149,0.54279
0.69245,1.2553
-0.46322,-2.3198
-0.67452,-2.6896
-2.0401,-4.0042
1.6507,-0.1798
0.92808,0.43492
1.2961,0.53098
0.76208,0.43666
0.45823,0.71886
1.6179,0.37087
0.6325,-0.50497
-0.18643,-1.9593
-1.0137,-1.6731
1.7353,-3.9001
-2.6671,-4.2607
1.2388,0.83411
3.3923,-4.7412
1.42,-0.13824
-0.22129,-2.0132
1.1146,0.9143
0.69116,-0.6774
1.0746,0.92697
-0.29554,-2.5271
1.4426,1.5225
-0.46907,-2.0484
-1.4344,-3.7745
1.5091,1.7591
1.0047,0.81439
0.42719,-0.049138
1.1085,1.7585
1.7001,-3.9583
3.1208,-4.2696
-1.2762,-1.7053
-0.17473,-1.1079
-1.1111,-3.0906
0.48746,0.15491
-1.693,-3.981
1.4706,-1.1013
0.9081,-1.4402
0.059774,-3.9113
0.34502,1.2246
-0.41988,-0.94259
-1.324,-3.8831
0.80186,-1.2073
-0.40297,-1.5991
-0.95052,-4.3004
0.72567,-0.62684
0.94633,1.0448
-1.9023,-4.1504
-0.89381,-1.9799
-0.93996,-2.5334
2.761,-3.9514
1.446,0.30215
2.9738,-3.7662
2.6509,-4.4646
0.85937,0.040246
0.8069,-0.146
3.9724,-4.0359
0.91881,0.40853
0.39514,-0.48356
1.478,1.7801
2.7467,-3.647
-0.68861,-2.23
0.94637,-0.9345
-2.0602,-4.1556
-0.056868,-2.178
